Формат,Brand,SKU,Категория,Месяц,Кол-во уп,Сумма,Кол-во магазинов
SM,XPYJ,SBXJX6213,Зубные щетки,45,1875,264665.97999999986,444
SM,XPYJ,SBXJX6213,Зубные щетки,46,1315,216452.53,394
SM,XPYJ,SBXJX6213,Зубные щетки,47,1612,270327.92,426
SM,XPYJ,SBXJX6213,Зубные щетки,48,1260,224696.26000000004,421
SM,XPYJ,SBXJX6213,Зубные щетки,49,3740,503024.3900000003,565
SM,XPYJ,SBXJX6213,Зубные щетки,50,2932,399746.9100000002,529
SM,XPYJ,SBXJX6213,Зубные щетки,51,1683,299235.97999999986,462
SM,XPYJ,SBXJX6213,Зубные щетки,52,1877,285698.7099999996,497
SM,XPYJ,SBXJX6213,Зубные щетки,53,2558,364344.9600000001,535
SM,XPYJ,SBXJX6213,Зубные щетки,54,2340,336077.1900000001,537
SM,XPYJ,TCEDD8126,Зубные щетки,5,44,1247.44,2
SM,XPYJ,TCEDD8126,Зубные щетки,6,47,1354.74,2
SM,XPYJ,TCEDD8126,Зубные щетки,7,353,9802.669999999998,42
SM,XPYJ,TCEDD8126,Зубные щетки,8,2467,74117.7,73
SM,XPYJ,TCEDD8126,Зубные щетки,9,3113,93422.43,76
SM,XPYJ,TCEDD8126,Зубные щетки,10,4085,135993.34,88
SM,XPYJ,TCEDD8126,Зубные щетки,11,4616,126423.74,93
SM,XPYJ,TCEDD8126,Зубные щетки,12,5381,144007.18000000002,105
SM,XPYJ,TCEDD8126,Зубные щетки,13,5558,148172.14999999994,104
SM,XPYJ,TCEDD8126,Зубные щетки,14,5523,148845.98,96
SM,XPYJ,TCEDD8126,Зубные щетки,15,6888,183233.45,103
SM,XPYJ,TCEDD8126,Зубные щетки,16,7648,219293.62,111
SM,XPYJ,TCEDD8126,Зубные щетки,17,10728,347441.46,274
SM,XPYJ,TCEDD8126,Зубные щетки,18,12042,409080.74,304
SM,XPYJ,TCEDD8126,Зубные щетки,19,17326,536522.4,384
SM,XPYJ,TCEDD8126,Зубные щетки,20,15549,483012.47,453
SM,XPYJ,TCEDD8126,Зубные щетки,21,19960,561329.8200000001,489
SM,XPYJ,TCEDD8126,Зубные щетки,22,20968,592084.55,510
SM,XPYJ,TCEDD8126,Зубные щетки,24,20304,602911.7,528
SM,XPYJ,TCEDD8126,Зубные щетки,25,18761,560318.0199999999,520
SM,XPYJ,TCEDD8126,Зубные щетки,26,16639,497960.3000000001,513
SM,XPYJ,TCEDD8126,Зубные щетки,27,18482,554574.0399999999,536
SM,XPYJ,TCEDD8126,Зубные щетки,28,17866,545448.21,527
SM,XPYJ,TCEDD8126,Зубные щетки,29,20285,625821.56,556
SM,XPYJ,TCEDD8126,Зубные щетки,30,18125,560801.09,588
SM,XPYJ,TCEDD8126,Зубные щетки,31,20063,624820.3999999999,535
SM,XPYJ,TCEDD8126,Зубные щетки,32,19079,576326.8300000001,546
SM,XPYJ,TCEDD8126,Зубные щетки,33,17642,521922.2300000002,560
SM,XPYJ,TCEDD8126,Зубные щетки,34,17338,525062.99,558
SM,XPYJ,TCEDD8126,Зубные щетки,35,17907,546908.6900000002,597
SM,XPYJ,TCEDD8126,Зубные щетки,36,19339,615190.8000000003,617
SM,XPYJ,TCEDD8126,Зубные щетки,37,19435,663111.19,623
SM,XPYJ,TCEDD8126,Зубные щетки,38,17246,602309.4500000001,625
SM,XPYJ,TCEDD8126,Зубные щетки,39,20844,723238.87,656
SM,XPYJ,TCEDD8126,Зубные щетки,40,21173,730255.4099999997,664
SM,XPYJ,TCEDD8126,Зубные щетки,41,21095,721356.9500000002,660
SM,XPYJ,TCEDD8126,Зубные щетки,42,20928,705092.3300000002,657
SM,XPYJ,TCEDD8126,Зубные щетки,43,23140,775477.0599999998,659
SM,XPYJ,TCEDD8126,Зубные щетки,44,20450,759371.6799999998,665
SM,XPYJ,TCEDD8126,Зубные щетки,45,18489,711155.82,665
SM,XPYJ,TCEDD8126,Зубные щетки,46,20538,847326.9399999997,684
SM,XPYJ,TCEDD8126,Зубные щетки,47,19484,825197.3100000003,682
SM,XPYJ,TCEDD8126,Зубные щетки,48,19168,817871.2999999998,701
SM,XPYJ,TCEDD8126,Зубные щетки,49,19604,830835.2600000008,708
SM,XPYJ,TCEDD8126,Зубные щетки,50,17935,755375.3700000015,694
SM,XPYJ,TCEDD8126,Зубные щетки,51,17757,752979.3400000014,688
SM,XPYJ,TCEDD8126,Зубные щетки,52,12911,547601.3599999999,679
SM,XPYJ,TCEDD8126,Зубные щетки,53,13379,545578.4800000014,677
SM,XPYJ,TCEDD8126,Зубные щетки,54,16680,635457.1600000012,697
SM,XPYJ,QLEAH8376,Зубные щетки,5,16362,429735.0799999999,286
SM,XPYJ,QLEAH8376,Зубные щетки,6,16814,441729.86999999994,289
SM,XPYJ,QLEAH8376,Зубные щетки,7,17511,461808.81,395
SM,XPYJ,QLEAH8376,Зубные щетки,8,25799,682603.3,440
SM,XPYJ,QLEAH8376,Зубные щетки,9,27048,762581.1299999999,451
SM,XPYJ,QLEAH8376,Зубные щетки,10,27870,978040.8199999995,464
SM,XPYJ,QLEAH8376,Зубные щетки,11,30935,936253.3400000002,481
SM,XPYJ,QLEAH8376,Зубные щетки,12,36596,1086037.9,512
SM,XPYJ,QLEAH8376,Зубные щетки,13,35715,1057202.25,512
SM,XPYJ,QLEAH8376,Зубные щетки,14,32879,976960.85,499
SM,XPYJ,QLEAH8376,Зубные щетки,15,35021,1028577.28,520
SM,XPYJ,QLEAH8376,Зубные щетки,16,34668,1066076.1800000002,521
SM,XPYJ,QLEAH8376,Зубные щетки,17,33255,1141812.7200000002,515
SM,XPYJ,QLEAH8376,Зубные щетки,18,28477,988319.1799999996,512
SM,XPYJ,QLEAH8376,Зубные щетки,19,29709,966335.1900000002,490
SM,XPYJ,QLEAH8376,Зубные щетки,20,30550,879994.1100000001,486
SM,XPYJ,QLEAH8376,Зубные щетки,21,24692,703283.5099999999,482
SM,XPYJ,QLEAH8376,Зубные щетки,22,22574,644402.9599999997,496
SM,XPYJ,QLEAH8376,Зубные щетки,24,26130,781614.6699999997,522
SM,XPYJ,QLEAH8376,Зубные щетки,25,20610,615079.44,519
SM,XPYJ,QLEAH8376,Зубные щетки,26,18119,540752.77,527
SM,XPYJ,QLEAH8376,Зубные щетки,27,19337,581376.53,553
SM,XPYJ,QLEAH8376,Зубные щетки,28,17674,539758.18,544
SM,XPYJ,QLEAH8376,Зубные щетки,29,20346,631419.8799999999,550
SM,XPYJ,QLEAH8376,Зубные щетки,30,20859,646738.7599999998,565
SM,XPYJ,QLEAH8376,Зубные щетки,31,22582,697978.2000000001,561
SM,XPYJ,QLEAH8376,Зубные щетки,32,22729,678286.1300000001,577
SM,XPYJ,QLEAH8376,Зубные щетки,33,21220,622702.3900000001,587
SM,XPYJ,QLEAH8376,Зубные щетки,34,19950,601071.8400000003,594
SM,XPYJ,QLEAH8376,Зубные щетки,35,21547,652215.4300000003,622
SM,XPYJ,QLEAH8376,Зубные щетки,36,22927,707567.4400000002,644
SM,XPYJ,QLEAH8376,Зубные щетки,37,19288,624423.3,636
SM,XPYJ,QLEAH8376,Зубные щетки,38,14393,514894.0199999999,570
SM,XPYJ,QLEAH8376,Зубные щетки,39,18631,666590.7300000002,641
SM,XPYJ,QLEAH8376,Зубные щетки,40,20048,694127.59,642
SM,XPYJ,QLEAH8376,Зубные щетки,41,22093,757183.9900000001,675
SM,XPYJ,QLEAH8376,Зубные щетки,42,22947,772921.0900000004,677
SM,XPYJ,QLEAH8376,Зубные щетки,43,25176,839955.7000000002,673
SM,XPYJ,QLEAH8376,Зубные щетки,44,22795,825294.7599999999,684
SM,XPYJ,QLEAH8376,Зубные щетки,45,23571,818137.7399999999,681
SM,XPYJ,QLEAH8376,Зубные щетки,46,28112,1022259.3100000002,695
SM,XPYJ,QLEAH8376,Зубные щетки,47,27762,1062380.16,698
SM,XPYJ,QLEAH8376,Зубные щетки,48,25332,1010554.4400000005,721
SM,XPYJ,QLEAH8376,Зубные щетки,49,26375,1048462.2200000002,721
SM,XPYJ,QLEAH8376,Зубные щетки,50,24861,985549.4100000007,708
SM,XPYJ,QLEAH8376,Зубные щетки,51,23767,936185.4900000013,701
SM,XPYJ,QLEAH8376,Зубные щетки,52,16677,640873.4600000004,684
SM,XPYJ,QLEAH8376,Зубные щетки,53,15543,594275.050000001,678
SM,XPYJ,QLEAH8376,Зубные щетки,54,17700,652510.4600000008,697
SM,XPYJ,QFPWU6805,Зубные щетки,6,39,5608.140000000001,7
SM,XPYJ,QFPWU6805,Зубные щетки,7,27,5123.34,8
SM,XPYJ,QFPWU6805,Зубные щетки,8,145,28121.47,15
SM,XPYJ,QFPWU6805,Зубные щетки,9,189,36093.44,16
SM,XPYJ,QFPWU6805,Зубные щетки,10,210,40135.34,20
SM,XPYJ,QFPWU6805,Зубные щетки,11,232,44735.45,26
SM,XPYJ,QFPWU6805,Зубные щетки,12,257,50094.49000000001,28
SM,XPYJ,QFPWU6805,Зубные щетки,13,312,59723.75000000001,27
SM,XPYJ,QFPWU6805,Зубные щетки,14,352,65225.09,36
SM,XPYJ,QFPWU6805,Зубные щетки,15,352,67523.03,38
SM,XPYJ,QFPWU6805,Зубные щетки,16,381,72532.62999999999,33
SM,XPYJ,QFPWU6805,Зубные щетки,17,382,75532.40999999999,34
SM,XPYJ,QFPWU6805,Зубные щетки,18,330,66546.19,35
SM,XPYJ,QFPWU6805,Зубные щетки,19,90,13409.75,17
SM,XPYJ,QFPWU6805,Зубные щетки,20,10,1719.71,4
SM,XPYJ,QFPWU6805,Зубные щетки,21,3,536.26,2
SM,XPYJ,QFPWU6805,Зубные щетки,22,3,536.96,1
SM,XPYJ,QFPWU6805,Зубные щетки,24,68,12478.78,10
SM,XPYJ,QFPWU6805,Зубные щетки,25,87,15221.48,9
SM,XPYJ,QFPWU6805,Зубные щетки,26,73,13010.29,9
SM,XPYJ,QFPWU6805,Зубные щетки,27,68,12888.46,8
SM,XPYJ,QFPWU6805,Зубные щетки,28,55,10251.679999999997,7
SM,XPYJ,QFPWU6805,Зубные щетки,29,57,11330.4,8
SM,XPYJ,QFPWU6805,Зубные щетки,30,50,9759.06,8
SM,XPYJ,QFPWU6805,Зубные щетки,31,132,24232.000000000004,51
SM,XPYJ,QFPWU6805,Зубные щетки,32,1394,251114.61000000004,236
SM,XPYJ,QFPWU6805,Зубные щетки,33,1712,301852.46999999986,276
SM,XPYJ,QFPWU6805,Зубные щетки,34,1737,306594.4,286
SM,XPYJ,QFPWU6805,Зубные щетки,35,1813,315352.67000000004,286
SM,XPYJ,QFPWU6805,Зубные щетки,36,1808,324525.12,310
SM,XPYJ,QFPWU6805,Зубные щетки,37,1779,325377.4500000001,305
SM,XPYJ,QFPWU6805,Зубные щетки,38,1777,317352.7400000001,295
SM,XPYJ,QFPWU6805,Зубные щетки,39,1382,268748.28,315
SM,XPYJ,QFPWU6805,Зубные щетки,40,1401,268635.9899999999,294
SM,XPYJ,QFPWU6805,Зубные щетки,41,1225,237492.53,300
SM,XPYJ,QFPWU6805,Зубные щетки,42,1257,243572.50000000012,292
SM,XPYJ,QFPWU6805,Зубные щетки,43,1412,269650.03999999986,295
SM,XPYJ,QFPWU6805,Зубные щетки,44,1450,282583.28000000014,304
SM,XPYJ,QFPWU6805,Зубные щетки,45,1772,328539.2699999999,316
SM,XPYJ,QFPWU6805,Зубные щетки,46,1479,302800.11999999994,317
SM,XPYJ,QFPWU6805,Зубные щетки,47,1440,299575.10999999987,306
SM,XPYJ,QFPWU6805,Зубные щетки,48,1503,316816.06999999995,319
SM,XPYJ,QFPWU6805,Зубные щетки,49,1539,316359.34,320
SM,XPYJ,QFPWU6805,Зубные щетки,50,1221,252013.33,297
SM,XPYJ,QFPWU6805,Зубные щетки,51,1328,275168.9400000001,307
SM,XPYJ,QFPWU6805,Зубные щетки,52,980,204326.26,273
SM,XPYJ,QFPWU6805,Зубные щетки,53,890,194991.68,254
SM,XPYJ,QFPWU6805,Зубные щетки,54,818,187890.06000000003,246
SM,XPYJ,GQMZQ2538,Зубные щетки,5,3507,478459.61,427
SM,XPYJ,GQMZQ2538,Зубные щетки,6,4221,568918.3900000001,428
SM,XPYJ,GQMZQ2538,Зубные щетки,7,3696,497985.54,421
SM,XPYJ,GQMZQ2538,Зубные щетки,8,2368,302453.72,374
SM,XPYJ,GQMZQ2538,Зубные щетки,9,1327,178381.78,260
SM,XPYJ,GQMZQ2538,Зубные щетки,10,975,142684.15999999995,197
SM,XPYJ,GQMZQ2538,Зубные щетки,11,1014,133007.49,188
SM,XPYJ,GQMZQ2538,Зубные щетки,12,1127,145525.97,154
SM,XPYJ,GQMZQ2538,Зубные щетки,13,1024,130184.36000000006,144
SM,XPYJ,GQMZQ2538,Зубные щетки,14,853,111719.40999999996,131
SM,XPYJ,GQMZQ2538,Зубные щетки,15,973,125618.57,137
SM,XPYJ,GQMZQ2538,Зубные щетки,16,892,113747.17,121
SM,XPYJ,GQMZQ2538,Зубные щетки,17,683,100718.51999999996,119
SM,XPYJ,GQMZQ2538,Зубные щетки,18,701,101150.16,122
SM,XPYJ,GQMZQ2538,Зубные щетки,19,643,66142.64,114
SM,XPYJ,GQMZQ2538,Зубные щетки,20,234,22703.22,60
SM,XPYJ,GQMZQ2538,Зубные щетки,21,113,15079.289999999995,25
SM,XPYJ,GQMZQ2538,Зубные щетки,22,111,14171.649999999998,25
SM,XPYJ,GQMZQ2538,Зубные щетки,24,69,9318.45,18
SM,XPYJ,GQMZQ2538,Зубные щетки,25,44,5841.2,14
SM,XPYJ,GQMZQ2538,Зубные щетки,26,51,6439.55,14
SM,XPYJ,GQMZQ2538,Зубные щетки,27,38,4981.52,8
SM,XPYJ,GQMZQ2538,Зубные щетки,28,33,4432.76,6
SM,XPYJ,GQMZQ2538,Зубные щетки,29,57,7199.39,6
SM,XPYJ,GQMZQ2538,Зубные щетки,30,53,4897.27,8
SM,XPYJ,GQMZQ2538,Зубные щетки,31,65,4499.3,6
SM,XPYJ,GQMZQ2538,Зубные щетки,32,20,1929.26,5
SM,XPYJ,GQMZQ2538,Зубные щетки,33,5,662.53,2
SM,XPYJ,GQMZQ2538,Зубные щетки,34,11,1488.91,4
SM,XPYJ,GQMZQ2538,Зубные щетки,35,2,277.79,2
SM,XPYJ,GQMZQ2538,Зубные щетки,36,2,278.0,1
SM,XPYJ,GQMZQ2538,Зубные щетки,37,1,99.9,1
SM,XPYJ,GQMZQ2538,Зубные щетки,38,2,238.9,2
SM,XPYJ,GQMZQ2538,Зубные щетки,39,4,399.19,2
SM,XPYJ,GQMZQ2538,Зубные щетки,40,4,391.99,1
SM,XPYJ,GQMZQ2538,Зубные щетки,41,2,199.8,1
SM,XPYJ,GQMZQ2538,Зубные щетки,42,1,99.9,1
SM,XPYJ,GQMZQ2538,Зубные щетки,45,6,942.0,2
SM,XPYJ,GQMZQ2538,Зубные щетки,46,3,463.0,2
SM,XPYJ,GQMZQ2538,Зубные щетки,47,3,447.0,1
SM,XPYJ,GQMZQ2538,Зубные щетки,48,4,597.0,2
SM,XPYJ,GQMZQ2538,Зубные щетки,49,3,446.94,1
SM,XPYJ,GQMZQ2538,Зубные щетки,50,2,312.76,2
SM,XPYJ,GQMZQ2538,Зубные щетки,51,11,1674.3,2
SM,XPYJ,GQMZQ2538,Зубные щетки,52,7,1147.13,2
SM,XPYJ,GQMZQ2538,Зубные щетки,53,3,476.92,2
SM,XPYJ,GQMZQ2538,Зубные щетки,54,8,1182.58,3
SM,XPYJ,DKFGI1031,Зубные щетки,5,6496,537687.84,425
SM,XPYJ,DKFGI1031,Зубные щетки,6,7051,529095.6900000001,430
SM,XPYJ,DKFGI1031,Зубные щетки,7,4661,539099.0,410
SM,XPYJ,DKFGI1031,Зубные щетки,8,5475,600149.9500000001,404
SM,XPYJ,DKFGI1031,Зубные щетки,9,4083,502563.9800000002,404
SM,XPYJ,DKFGI1031,Зубные щетки,10,4129,562598.5199999999,430
SM,XPYJ,DKFGI1031,Зубные щетки,11,4167,572430.9099999998,451
SM,XPYJ,DKFGI1031,Зубные щетки,12,5031,696621.9600000003,489
SM,XPYJ,DKFGI1031,Зубные щетки,13,5596,763759.9299999998,498
SM,XPYJ,DKFGI1031,Зубные щетки,14,4162,574049.8899999999,468
SM,XPYJ,DKFGI1031,Зубные щетки,15,8810,958941.17,503
SM,XPYJ,DKFGI1031,Зубные щетки,16,3400,502153.9900000001,489
SM,XPYJ,DKFGI1031,Зубные щетки,17,2845,466532.76,475
SM,XPYJ,DKFGI1031,Зубные щетки,18,3509,524520.4099999999,493
SM,XPYJ,DKFGI1031,Зубные щетки,19,7682,812670.0999999999,533
SM,XPYJ,DKFGI1031,Зубные щетки,20,7427,732799.9300000003,538
SM,XPYJ,DKFGI1031,Зубные щетки,21,3524,472091.2900000001,520
SM,XPYJ,DKFGI1031,Зубные щетки,22,3019,402806.73,524
SM,XPYJ,DKFGI1031,Зубные щетки,24,2692,365414.37000000005,548
SM,XPYJ,DKFGI1031,Зубные щетки,25,3329,454862.87000000005,559
SM,XPYJ,DKFGI1031,Зубные щетки,26,2793,384201.81,553
SM,XPYJ,DKFGI1031,Зубные щетки,27,9825,929913.49,659
SM,XPYJ,DKFGI1031,Зубные щетки,28,2491,354790.12000000005,544
SM,XPYJ,DKFGI1031,Зубные щетки,29,2279,324700.2200000001,540
SM,XPYJ,DKFGI1031,Зубные щетки,30,2341,330468.54000000004,546
SM,XPYJ,DKFGI1031,Зубные щетки,31,2638,374733.0099999999,579
SM,XPYJ,DKFGI1031,Зубные щетки,32,4360,519222.89,656
SM,XPYJ,DKFGI1031,Зубные щетки,33,3975,473297.3399999999,649
SM,XPYJ,DKFGI1031,Зубные щетки,34,9212,867857.06,682
SM,XPYJ,DKFGI1031,Зубные щетки,35,2882,383983.87,602
SM,XPYJ,DKFGI1031,Зубные щетки,36,2210,314537.8399999999,572
SM,XPYJ,DKFGI1031,Зубные щетки,37,2159,318712.11000000004,556
SM,XPYJ,DKFGI1031,Зубные щетки,38,2795,355895.25,574
SM,XPYJ,DKFGI1031,Зубные щетки,39,3777,469852.1699999999,623
SM,XPYJ,DKFGI1031,Зубные щетки,40,5231,596896.2,653
SM,XPYJ,DKFGI1031,Зубные щетки,41,3230,400145.2400000001,615
SM,XPYJ,DKFGI1031,Зубные щетки,42,4879,535163.9400000001,661
SM,XPYJ,DKFGI1031,Зубные щетки,43,2656,367086.43999999994,589
SM,XPYJ,DKFGI1031,Зубные щетки,44,7452,811541.7199999997,694
SM,XPYJ,DKFGI1031,Зубные щетки,45,4470,541144.5700000001,638
SM,XPYJ,DKFGI1031,Зубные щетки,46,2888,417791.14,578
SM,XPYJ,DKFGI1031,Зубные щетки,47,2661,405345.8999999998,580
SM,XPYJ,DKFGI1031,Зубные щетки,48,2558,397827.72,616
SM,XPYJ,DKFGI1031,Зубные щетки,49,2845,427731.75,630
SM,XPYJ,DKFGI1031,Зубные щетки,50,2327,349796.50999999995,588
SM,XPYJ,DKFGI1031,Зубные щетки,51,6636,781846.8100000002,721
SM,XPYJ,DKFGI1031,Зубные щетки,52,2866,389242.66999999963,632
SM,XPYJ,DKFGI1031,Зубные щетки,53,3256,424851.9199999999,657
SM,XPYJ,DKFGI1031,Зубные щетки,54,2510,335044.2199999998,606
SM,XPYJ,BOANB784,Зубные щетки,5,3696,406002.18000000005,424
SM,XPYJ,BOANB784,Зубные щетки,6,4805,506826.37,436
SM,XPYJ,BOANB784,Зубные щетки,7,3908,440276.03,417
SM,XPYJ,BOANB784,Зубные щетки,8,2585,276963.39,405
SM,XPYJ,BOANB784,Зубные щетки,9,1633,177246.97999999995,311
SM,XPYJ,BOANB784,Зубные щетки,10,1170,135638.67,226
SM,XPYJ,BOANB784,Зубные щетки,11,647,75517.32999999999,190
SM,XPYJ,BOANB784,Зубные щетки,12,438,49973.43,154
SM,XPYJ,BOANB784,Зубные щетки,13,326,35417.840000000004,119
SM,XPYJ,BOANB784,Зубные щетки,14,165,16675.629999999994,66
SM,XPYJ,BOANB784,Зубные щетки,15,107,10501.29,48
SM,XPYJ,BOANB784,Зубные щетки,16,94,9203.569999999998,33
SM,XPYJ,BOANB784,Зубные щетки,17,68,7635.459999999999,31
SM,XPYJ,BOANB784,Зубные щетки,18,74,7004.439999999999,31
SM,XPYJ,BOANB784,Зубные щетки,19,45,3272.95,14
SM,XPYJ,BOANB784,Зубные щетки,20,12,1077.71,6
SM,XPYJ,BOANB784,Зубные щетки,21,8,697.48,7
SM,XPYJ,BOANB784,Зубные щетки,22,4,359.28,4
SM,XPYJ,BOANB784,Зубные щетки,24,2,199.8,2
SM,XPYJ,BOANB784,Зубные щетки,25,3,248.67,2
SM,XPYJ,BOANB784,Зубные щетки,26,1,84.79,1
SM,XPYJ,BOANB784,Зубные щетки,27,1,99.9,1
SM,XPYJ,BOANB784,Зубные щетки,28,1,99.83,1
SM,XPYJ,BOANB784,Зубные щетки,29,1,81.32,1
SM,XPYJ,BOANB784,Зубные щетки,32,2,184.67,2
SM,XPYJ,BOANB784,Зубные щетки,33,1,8.91,1
SM,XPYJ,DTPFV14248,Зубные щетки,5,4,371.81,1
SM,XPYJ,DTPFV14248,Зубные щетки,10,9,323.0,1
SM,XPYJ,DTPFV14248,Зубные щетки,11,14,310.7000000000001,2
SM,XPYJ,DTPFV14248,Зубные щетки,12,1,17.89,1
SM,XPYJ,DTPFV14248,Зубные щетки,20,1825,180988.92,177
SM,XPYJ,DTPFV14248,Зубные щетки,21,3941,387558.63000000006,300
SM,XPYJ,DTPFV14248,Зубные щетки,22,4134,410564.67999999993,381
SM,XPYJ,DTPFV14248,Зубные щетки,24,3945,389947.31,431
SM,XPYJ,DTPFV14248,Зубные щетки,25,5014,494875.26000000024,434
SM,XPYJ,DTPFV14248,Зубные щетки,26,4699,462781.81999999995,514
SM,XPYJ,DTPFV14248,Зубные щетки,27,5231,521345.98,547
SM,XPYJ,DTPFV14248,Зубные щетки,28,4540,460681.88,531
SM,XPYJ,DTPFV14248,Зубные щетки,29,4434,460148.7199999999,528
SM,XPYJ,DTPFV14248,Зубные щетки,30,4753,493567.18000000005,544
SM,XPYJ,DTPFV14248,Зубные щетки,31,5140,538864.5499999999,556
SM,XPYJ,DTPFV14248,Зубные щетки,32,5786,583220.05,573
SM,XPYJ,DTPFV14248,Зубные щетки,33,5693,562067.5900000002,585
SM,XPYJ,DTPFV14248,Зубные щетки,34,10052,848009.4500000002,617
SM,XPYJ,DTPFV14248,Зубные щетки,35,7649,762939.6900000002,638
SM,XPYJ,DTPFV14248,Зубные щетки,36,5080,529657.2300000001,637
SM,XPYJ,DTPFV14248,Зубные щетки,37,4656,514476.94000000006,630
SM,XPYJ,DTPFV14248,Зубные щетки,38,6309,617118.8300000002,638
SM,XPYJ,DTPFV14248,Зубные щетки,39,3958,450858.9599999999,633
SM,XPYJ,DTPFV14248,Зубные щетки,40,3520,400067.38,632
SM,XPYJ,DTPFV14248,Зубные щетки,41,6161,603386.59,667
SM,XPYJ,DTPFV14248,Зубные щетки,42,9512,847971.6600000005,676
SM,XPYJ,DTPFV14248,Зубные щетки,43,3633,404775.49000000017,641
SM,XPYJ,DTPFV14248,Зубные щетки,44,3422,402915.39,641
SM,XPYJ,DTPFV14248,Зубные щетки,45,5086,524622.4999999999,661
SM,XPYJ,DTPFV14248,Зубные щетки,46,3884,476471.23,663
SM,XPYJ,DTPFV14248,Зубные щетки,47,4012,485256.87,661
SM,XPYJ,DTPFV14248,Зубные щетки,48,3491,442163.87999999983,659
SM,XPYJ,DTPFV14248,Зубные щетки,49,3804,474395.23,677
SM,XPYJ,DTPFV14248,Зубные щетки,50,2909,365087.7099999999,657
SM,XPYJ,DTPFV14248,Зубные щетки,51,3205,400640.9900000001,660
SM,XPYJ,DTPFV14248,Зубные щетки,52,2521,313519.28,634
SM,XPYJ,DTPFV14248,Зубные щетки,53,2403,315169.56999999995,632
SM,XPYJ,DTPFV14248,Зубные щетки,54,2359,313012.89,639
SM,XPYJ,UYWTG6486,Зубные щетки,5,2,125.98,2
SM,XPYJ,UYWTG6486,Зубные щетки,6,2,90.78,2
SM,XPYJ,UYWTG6486,Зубные щетки,7,10,464.21,2
SM,XPYJ,UYWTG6486,Зубные щетки,8,19,1137.88,2
SM,XPYJ,UYWTG6486,Зубные щетки,9,66,1851.23,3
SM,XPYJ,UYWTG6486,Зубные щетки,10,8,263.84,2
SM,XPYJ,UYWTG6486,Зубные щетки,14,1,56.46,1
SM,XPYJ,UYWTG6486,Зубные щетки,36,1,62.97,1
SM,XPYJ,UYWTG6486,Зубные щетки,40,50,3847.78,2
SM,XPYJ,UYWTG6486,Зубные щетки,41,27,1979.66,4
SM,XPYJ,UYWTG6486,Зубные щетки,42,20,1564.7,4
SM,XPYJ,UYWTG6486,Зубные щетки,43,65,4925.8600000000015,4
SM,XPYJ,UYWTG6486,Зубные щетки,44,60,4684.480000000001,4
SM,XPYJ,UYWTG6486,Зубные щетки,45,34,2634.07,4
SM,XPYJ,UYWTG6486,Зубные щетки,46,25,1941.72,4
SM,XPYJ,UYWTG6486,Зубные щетки,47,31,2542.7,3
SM,XPYJ,UYWTG6486,Зубные щетки,48,24,1946.82,3
SM,XPYJ,UYWTG6486,Зубные щетки,49,42,3336.6600000000008,3
SM,XPYJ,UYWTG6486,Зубные щетки,50,58,4128.480000000001,3
SM,XPYJ,UYWTG6486,Зубные щетки,51,33,2236.42,3
SM,XPYJ,UYWTG6486,Зубные щетки,52,96,7233.569999999998,8
SM,XPYJ,UYWTG6486,Зубные щетки,53,162,12111.22,11
SM,XPYJ,UYWTG6486,Зубные щетки,54,259,23373.16000000001,57
SM,XPYJ,WINFH14413,Зубные щетки,5,3464,545649.2299999999,415
SM,XPYJ,WINFH14413,Зубные щетки,6,3367,534531.0299999999,416
SM,XPYJ,WINFH14413,Зубные щетки,7,4166,659796.05,427
SM,XPYJ,WINFH14413,Зубные щетки,8,4645,783046.6100000001,416
SM,XPYJ,WINFH14413,Зубные щетки,9,3898,728083.9700000002,437
SM,XPYJ,WINFH14413,Зубные щетки,10,4045,745096.7399999999,442
SM,XPYJ,WINFH14413,Зубные щетки,11,3783,697306.1300000001,436
SM,XPYJ,WINFH14413,Зубные щетки,12,4473,824650.8,469
SM,XPYJ,WINFH14413,Зубные щетки,13,4530,823413.0799999997,476
SM,XPYJ,WINFH14413,Зубные щетки,14,3054,586445.9200000003,454
SM,XPYJ,WINFH14413,Зубные щетки,15,8612,1343108.12,474
SM,XPYJ,WINFH14413,Зубные щетки,16,3394,628912.12,463
SM,XPYJ,WINFH14413,Зубные щетки,17,2694,577140.6900000002,469
SM,XPYJ,WINFH14413,Зубные щетки,18,3147,615569.93,484
SM,XPYJ,WINFH14413,Зубные щетки,19,8150,1108507.2600000002,530
SM,XPYJ,WINFH14413,Зубные щетки,20,5695,896585.43,532
SM,XPYJ,WINFH14413,Зубные щетки,21,11619,1418197.16,563
SM,XPYJ,WINFH14413,Зубные щетки,22,3464,662377.42,535
SM,XPYJ,WINFH14413,Зубные щетки,24,11519,1388099.0399999996,621
SM,XPYJ,WINFH14413,Зубные щетки,25,3965,725483.5700000003,587
SM,XPYJ,WINFH14413,Зубные щетки,26,3259,597958.0499999999,572
SM,XPYJ,WINFH14413,Зубные щетки,27,3581,655870.4299999999,592
SM,XPYJ,WINFH14413,Зубные щетки,28,3343,612323.29,579
SM,XPYJ,WINFH14413,Зубные щетки,29,3237,598404.3000000003,582
SM,XPYJ,WINFH14413,Зубные щетки,30,11754,1425328.0900000003,667
SM,XPYJ,WINFH14413,Зубные щетки,31,9797,1301025.7899999998,659
SM,XPYJ,WINFH14413,Зубные щетки,32,9180,1237431.21,685
