global_max_products,global_max_difference_products,global_max_all_price,global_max_difference_all_price,global_max_shops,global_max_difference_shops,global_max_price,global_max_difference_price,global_min_products,global_min_difference_products,global_min_all_price,global_min_difference_all_price,global_min_shops,global_min_difference_shops,global_min_price,global_min_difference_price,difference_left_products,difference_left_difference_products,difference_left_all_price,difference_left_difference_all_price,difference_left_shops,difference_left_difference_shops,difference_left_price,difference_left_difference_price,difference_right_products,difference_right_difference_products,difference_right_all_price,difference_right_difference_all_price,difference_right_shops,difference_right_difference_shops,difference_right_price,difference_right_difference_price,local_min_products,local_min_difference_products,local_min_all_price,local_min_difference_all_price,local_min_shops,local_min_difference_shops,local_min_price,local_min_difference_price,local_max_products,local_max_difference_products,local_max_all_price,local_max_difference_all_price,local_max_shops,local_max_difference_shops,local_max_price,local_max_difference_price,month
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.849290780141844,1.0,1.8978887205988428,1.0,1.205128205128205,1.0,1.0262792314647626,1.0,0,1,0,1,0,1,0,1,1.0,-0.4592521572387344,1.0,-0.47309871798781283,1.0,-0.1702127659574468,1.0,-0.02560631712994466,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,7,4,10,14,10,15,7,15,12,16,10593.5,-3.8650665590964097,12625.107425265187,-6.5320963845895506,1813.0,-9.317757009345794,2.3578188261399786,-1.0063544635545323,0,8,0,8,0,7,4,5,10593.5,-1.1587954284332105,7597.630222841225,-1.2051858823659656,906.5,-0.5998796630565584,3.0855374623864416,-1.7423459969135597,10,15,10,15,7,15,12,17,48
1,1,0,1,0,1,6,3,2,5,0,6,0,4,4,5,68179.0,-247.67156862745097,42575.61899961227,-21436.56836701956,6295.0,-3287.0,1.0,1.0,0,3,1,1,0,1,6,1,1.1803026106225332,-4.85117618819011,1.0,3.409730653063447,1.0,5.807420494699647,2.3558654578283216,-1.0,1,5,1,6,0,4,5,6,19
4,3,2,2,37,6,7,6,17,18,17,19,10,19,17,17,3.8023324375151284,-1.0220587157934837,2.6004271649266193,-0.9717693238388562,1.0,-0.46215780998389694,1.477534298270043,-1.110999089685224,5,5,5,5,38,3,9,5,3.643385588885981,-1.116860001227521,2.536566875187013,-0.9662862975982509,2.338133725202057,-0.43883792048929665,1.7717553746903152,-1.027713997872157,17,17,17,18,10,18,17,18,49
1,2,1,2,2,4,6,5,7,10,8,10,6,8,9,11,2798.314516129032,-2.4119053164494892,2356.956453157949,-2.0780537063620503,5.905762711864407,-0.947935368043088,1.503586002618071,-5.166221824494195,4,6,4,6,3,6,5,3,1.5682500225978486,-0.8892524631655067,1.498302796704386,-0.921470329916182,580.7333333333333,-0.5092838196286472,2.0036417958147497,-0.4684550530069599,6,10,7,10,5,8,10,10,37
5,3,7,5,29,9,8,3,17,17,17,18,15,18,17,17,9.615882886384247,-8.43076751284151,5.853696020747481,-8.338935171460848,1.1247883383641317,-0.7590361445783133,1.159344351117965,-1.1018248855483612,3,2,4,2,17,1,5,4,10.341884807635369,-0.8585974029912415,6.9303215298990954,-0.825967581863793,2.231016355140187,-0.9860257126886529,1.7375848324526224,-1.0347664811681208,17,16,17,17,15,17,17,18,49
8,3,7,3,17,5,6,5,19,18,19,18,17,18,17,19,2.295255224664555,-0.8705151884308563,2.6497726118964318,-0.8528344675780632,1.0949315575286718,-0.8499303621169917,1.4076431354337582,-1.0524144397777637,7,3,9,3,18,2,4,2,7.776315789473684,-1.0260662135090381,5.942244848973529,-1.0533412887859768,2.6089562764456984,-0.9602675059008655,1.4914049304886672,-1.2381637555375355,19,19,19,19,16,19,18,18,49
5,3,5,3,8,5,9,6,10,13,10,13,10,13,12,14,34.178827889738244,-1.4855986087712625,24.387128930884096,-1.2241916742512913,6.995217853347502,-1.0971044164960515,1.64094571420649,-0.9972252173555475,2,5,1,5,1,5,3,4,178.6319612590799,-1.088052379673025,117.32608049223732,-1.1866323546444308,26.225099601593627,-1.5853761622992393,1.7933885856735303,-1.1470550315014025,9,14,9,14,9,14,12,13,42
1,2,1,2,1,3,0,2,1,1,1,1,1,0,0,1,7.944540329076056,1.0104260351087573,22.3463837292036,2.6759003571914786,4.971404890178201,1.0,2.8142571441914774,2.4318648949145905,0,2,0,2,0,3,0,2,1.596476219103332,-0.7013803787370806,1.5956482293326517,-1.1095846031658438,1.2898924731182795,-0.6173118279569892,1.0,-0.4564516636086821,0,0,0,0,0,0,0,0,4
0,1,0,1,0,1,1,2,2,2,2,2,1,2,1,2,22.58450704225352,-4.432646592709984,19.629655119226914,-61.24182950233749,8.405693950177936,-11.589285714285714,1.3391066329071826,-1.284018440553525,0,3,0,2,0,3,3,3,1.0,-0.5814364411183869,1.0,-0.50784224496483,1.0,-0.2747671464860288,1.1758256173810209,-0.26820996537533015,2,2,2,2,1,2,1,2,9
7,6,9,7,22,9,1,4,15,17,15,17,14,16,13,16,4.085716910638819,-1.113565784384152,2.630454692235832,-1.0888764923038157,1.269594121763471,-1.8724179829890644,1.7021692894360452,-1.0313649960953273,9,6,10,6,10,5,9,2,3923.970588235294,-1.4249893932965634,2605.58036570425,-1.3920461219972347,2902.8,-0.7401536983669549,1.0653159457133483,-0.9419304102936438,14,18,14,18,13,16,13,15,49
5,5,3,4,10,7,5,6,10,10,10,10,9,11,9,11,8.796515577986995,-90.55823529411765,4.191422156755598,-50.805760230142944,1.6284692107545533,-0.8421952470507779,1.0323105771513172,-1.0382598027866508,3,1,5,1,6,2,3,5,9.735270422686503,-0.9575252833099056,5.147893184220738,-0.9069906391004146,2.5641857289177192,-0.8409013315124616,2.145624944445944,-0.6974446396966975,10,10,10,10,9,10,9,11,31
4,1,4,2,16,2,9,5,12,15,12,15,13,15,16,16,6.070653725378247,-1.016860688662189,3.8858126310974437,-1.1269939219220853,1.2317033414832925,-0.9193761564895585,1.1739180221171273,-1.168610843723912,4,1,4,3,7,3,9,3,26581.875,-1.4484582935185402,20543.254439407803,-1.0690993407155776,3022.6,-0.4018022181146026,2.4163424727942826,-1.075053810360928,13,15,13,15,14,15,16,17,49
3,4,4,4,36,7,10,5,14,16,14,17,7,15,14,14,6.932397998819179,-1.1555956435242944,2.172924033880352,-1.0526571272303706,1.0,-0.6792665726375177,1.35877595476379,-0.9996397393948104,4,3,5,3,22,2,2,2,4.746223725640371,-1.0173146680440035,5.720298488703166,-1.0280189705991118,2.2269956458635702,-3.4301994301994303,1.560212728078032,-1.3053935095540237,15,16,15,17,7,14,13,14,49
2,3,3,3,26,6,12,3,9,11,10,11,3,11,8,9,2.4239502828459885,-0.9145920784672291,2.335133635847769,-0.7743027159478076,1.0124071125265393,-0.40392706872370265,1.0098817895370864,-0.743540078721773,2,3,2,3,27,3,13,6,2.5665991756453828,-0.5136128648282784,2.8530662167556504,-0.5489594400072235,1.6814325068870524,-0.031735537190082645,1.3247958335582992,-0.05132041981873837,8,12,9,12,3,10,8,9,33
1,2,1,2,1,2,4,3,4,4,4,5,4,6,6,7,762.25,-34.25,909.9898802727708,-57.017958755994364,147.625,-10.428571428571429,1.6340090012915023,-1.6984615415962765,0,5,0,5,0,5,2,4,1.6084051345173203,-1.0117812554949885,1.6378901825693837,-0.9960504988322285,1.1798201798201797,-0.2917082917082917,1.263844889064176,-0.39363925850071296,3,4,3,5,3,6,6,6,20
0,2,0,2,1,2,0,1,0,1,0,1,1,1,0,1,12.496130207147734,10.223083767636965,29.623188249213445,15.09639750424293,3.6177448222960877,1.9053892215568862,2.370588954992571,16.765547967630066,0,2,0,1,0,2,0,1,1.0,-0.7325281671539562,1.0,-0.5060705506874453,1.0080507267027643,-0.34005414648047877,1.0,-0.36434142365844024,0,0,0,0,0,0,0,0,5
1,1,1,1,1,2,2,2,7,7,7,7,4,7,4,6,2249.6666666666665,-11.566340160284952,1959.5370673421805,-12.85681731023937,300.25,-5.0989010989010985,1.6899673132671165,-2.0679240430277517,0,5,0,5,0,5,2,3,2.1097217880587684,-1.8294366197183098,2.099139792682549,-1.7953107813913238,1.3011917659804983,-1.0054171180931744,1.6063016032259951,-0.5477407071270074,6,8,6,8,2,6,5,5,22
3,4,8,5,46,6,15,4,13,16,13,16,2,16,12,13,1.3336154418737445,-0.899676184869002,1.0,-0.7229057124371912,1.0,-0.417910447761194,1.0442600527356052,-0.2263307786571279,6,2,10,2,45,2,17,7,1.5050864231627885,-0.9285974720466699,2.001981322697794,-0.41406354180850957,2.2765863689776733,-0.2880658436213992,1.5789445299665257,-0.8730532442351068,13,15,13,15,2,16,11,14,49
4,3,4,3,4,3,0,5,5,13,5,12,2,6,11,14,96664.0,-4980.666666666667,66814.87780381655,-3287.988380055637,4025.0,-1253.0,1.8480924955614253,1.0,0,3,0,4,0,4,1,1,4603.047619047619,-0.8344844276486029,3117.547526438291,-0.7521276696355517,4025.0,-0.353954802259887,1.0,-1.0,4,12,4,12,2,7,12,15,43
2,2,2,2,16,4,9,4,12,15,12,15,8,13,10,12,226321.0,-1.7098220620370632,228318.13790080158,-1.5590076518036744,12432.0,4681.0,1.4381622786141937,17489.999999916483,1,4,1,4,0,4,1,1,6.76352280198434,-0.6270581378405945,5.491532472609497,-0.6606666713065493,1.983091402137502,-2.263539651837524,1.5453046667339585,-0.8633306595915349,12,15,13,15,8,13,10,12,49
2,1,2,1,2,1,6,3,8,11,8,13,8,8,10,13,526.46875,-11.822489959839357,458.9581159453103,-12.730735955436648,71.05,-2.514423076923077,1.7937205117734456,-0.9759367331135993,3,5,4,6,2,5,3,4,16847.0,-0.9026185073894647,16821.916775340844,-0.8716298419591457,1421.0,-0.49107981220657276,2.269931915067016,-1.0597110040755835,7,13,8,14,7,10,9,13,39
0,2,0,2,0,2,4,2,5,5,5,5,4,5,6,7,7189.444444444444,-19.979343863912515,6703.254220489253,-28.80579301499473,1601.8333333333333,-13.76595744680851,1.6541587202801145,-1.6204656174364815,0,6,0,5,0,4,3,4,1.0,-0.5082451124333514,1.0,-0.4833048852440999,1.0,-0.4712308812818645,1.5791112530178963,-0.4764671913010275,5,5,5,5,3,4,6,7,24
0,0,0,0,0,0,7,5,3,3,2,4,1,2,4,3,16744.0,-299.0731707317073,10373.490028793858,-196.34246473206136,884.0,-276.0,1.424105079805197,-1.0532153140663325,0,2,1,2,0,2,5,4,1.0,1.0,1.0,1.0,1.0,1.0,2.8630937432102326,-1.777368960431925,2,4,2,4,0,3,4,4,19
3,3,3,3,2,2,0,4,12,14,13,17,10,12,13,15,1192.0,-1.3224568138195778,2613.3004277352547,-2.5777110564370176,376.0,-7.590909090909091,4.392569416295095,-1.104741980474198,0,8,1,8,0,6,2,3,298.0,-0.5893926432848589,200.88222162615838,-0.5144438209779462,376.0,-0.4638888888888889,1.0,-0.822327384093642,10,14,13,16,10,10,14,14,43
3,2,6,5,33,9,8,3,17,18,17,18,13,19,17,17,7.958606708945718,-8.75741993870709,4.800530002325088,-7.021138618353668,1.0,-0.8975180144115292,1.1525189728161551,-1.1018397332854681,3,1,6,1,25,1,5,4,8.879017099894558,-0.8524610185237093,6.177185525821792,-0.8194892251947447,2.2674232504001166,-0.8082191780821918,1.813097987291368,-0.9461822774070365,17,17,17,17,13,18,17,18,49
2,1,2,1,2,1,7,5,6,6,5,7,1,5,6,7,22821.0,-63.82819383259912,16744.3981316726,-98.59924174690745,1298.0,-327.0,1.0258590852904819,-1.0258590852904819,0,6,0,6,0,4,8,3,518.6590909090909,-0.7280904522613065,415.3664427209678,-0.7595233953878302,108.16666666666667,-0.529126213592233,1.61025188766039,-1.0,6,7,5,7,2,6,6,8,25
4,4,4,4,23,10,14,5,17,16,16,16,10,15,14,17,102.8692628650904,-3.3095909416398137,102.68543283415687,-5.614573779251855,16.254437869822485,86.95555555555555,1.4651353818011705,-1.1971195502456065,0,4,0,4,0,3,3,1,6.318023917995444,-1.053531741509004,5.210798709780601,-1.1275466826347667,2.1558625019620155,-1.3619909502262444,1.183108548764722,-2.8314524703763304,16,16,15,16,9,15,14,17,49
2,4,2,4,1,3,1,3,1,0,1,0,1,1,1,1,1.592103643525357,1.0,1.836604112872681,1.0,1.3713955058346996,1.0,1.2230497094346247,1.3232337936407728,0,4,0,4,0,3,0,2,1.2932471785129545,-0.40890627538713425,1.361637896892429,-0.44689320275788175,1.0421399780139244,-0.15602784902894834,1.1162975794536647,-0.07983400235702494,0,0,0,0,0,1,0,0,5
1,2,0,2,1,2,2,2,2,2,0,2,1,2,2,3,38.39376770538244,-94.23148148148148,34.12654672556984,372.1756606786521,14.01,20.88888888888889,1.181084888438299,-5.772210502566246,0,3,0,2,0,3,2,3,1.113731613115293,-0.8363053660941737,1.0,-0.6975425236780344,1.076036866359447,-0.5775729646697388,1.294903342805693,-0.17735963249772038,1,2,0,2,0,2,3,2,7
2,4,1,4,2,3,3,3,9,9,8,10,6,6,10,12,5091.090909090909,-16.302410186448384,8503.85352299983,-18.40984916081983,542.25,-9.076124567474048,3.8185767118492304,-1.640742252041565,1,5,1,6,1,5,0,3,56002.0,-0.6401378522195635,61899.527744165935,-0.5863195965979028,4338.0,-0.6046565237436606,2.526855453119498,-1.1693322777723156,9,10,8,11,6,7,9,11,33
3,3,3,4,4,3,0,2,4,4,4,4,4,4,3,4,5.529220488648907,-0.8807298919567828,4.105343459465033,1.0,1.4522055211710385,-0.9116736477872883,1.8882181634481812,-0.9990759310603124,3,3,3,3,3,4,4,2,42.12386363636364,-0.5702258369397603,23.796859286850122,-0.5039986618557772,4.682293316439658,-0.5597674158559768,1.0,-0.41283691987365884,3,4,3,4,3,4,4,3,12
3,1,3,1,5,2,0,2,1,2,1,2,0,2,1,2,1.0,-0.39299591131879014,1.0,-0.42893808805157163,1.0,0.375,1.0401580024330468,1.0,3,2,3,3,5,3,0,2,1.4062654027944237,-0.07432185807046529,1.3598217154997532,-0.07966483941381988,1.0479190402788017,0.0038201192949534214,1.0,-0.028113191203968706,2,1,2,2,0,2,1,2,6
0,1,0,1,0,2,4,3,5,6,5,9,4,7,7,9,24639.333333333332,-25.34502505368647,29995.599319264817,-22.44586986734998,4032.5,-13.410614525139664,2.426189739464075,-1.042362904877973,1,7,0,8,1,6,0,2,1.0,-0.47900376092426744,1.0,-0.5231315751391118,1.0,-0.5952882827030378,1.6330273389649779,-1.314722490616496,5,6,5,9,5,5,7,8,27
2,3,3,3,4,3,0,2,4,4,4,4,4,4,3,4,11.568205269312788,-0.9910272509686491,3.9016178376407034,-0.8397483045047817,1.4663346613545816,-0.92387263617262,1.8943549314804318,-0.8943854074359036,3,3,3,3,3,4,4,2,39.10860465116279,-0.5758879845323853,21.741031015938315,-0.48987814945188696,4.892655367231638,-0.6238131616282877,1.0,-0.41282557416253596,3,4,3,4,3,4,4,3,12
1,2,0,2,1,2,0,2,1,1,0,1,1,1,2,2,62.306748466257666,288.08,79.37252884109071,207.66729201977256,41.31395348837209,74.71428571428571,1.2944194298246907,-1.2064437305199638,0,3,0,2,0,2,0,3,1.0161080540270135,-0.72056028014007,1.0,-0.6710483568740776,1.0404099560761346,-0.6125915080527087,1.0,-0.14183984528440627,0,1,0,1,0,0,2,2,8
2,1,2,2,2,2,0,3,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0457074237904804,1.0,2,2,2,2,2,2,0,3,4.03646492782983,-1.9884084671925077,3.8600327739841913,-1.9086015867329198,2.385649497894396,-1.9993212976788381,1.0,-0.9562904281344775,0,1,0,1,0,1,0,0,3
1,1,1,1,1,2,3,5,1,3,1,3,1,1,2,3,6447.0,2620.0,6287.926579597599,2513.84609954112,1106.0,377.0,1.0,1.0,0,1,0,1,0,1,1,2,17.471544715447155,-0.43106284962158603,17.356750612215723,-0.42423120970234174,5.3173076923076925,-0.4198218262806236,1.3144816208692065,-1.018561666525927,0,2,0,3,0,1,3,3,14
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.021531406360544507,1.0,0.022120373694925324,1.0,0.13038211650699263,1.026761889051233,1.0,1,0,1,0,1,0,0,1,47.44378463974663,1.0,46.207192870770164,1.0,8.669763513513514,1.0,1.0,-0.026064357604821037,0,0,0,0,0,0,0,0,2
0,2,0,2,1,2,4,2,3,5,3,5,2,6,5,7,24246.0,-12.720623095157467,22905.620378331907,-16.212203708192078,3417.0,-12.706293706293707,1.1447958626359174,-0.97088662387334,2,3,3,3,3,2,2,2,1.0,-0.774643240122082,1.0,-0.7191763297470379,1.005,-0.5344117647058824,1.7439301157575269,-0.4435253652617944,3,5,4,5,2,6,5,6,23
4,6,6,4,2,3,2,2,7,11,8,13,4,10,12,15,289401.0,-1362.058064516129,283996.7161664035,-2065.764708527757,5821.0,-1505.0,2.6256426234615984,-1.5983512100521744,1,4,4,6,0,3,2,5,289401.0,-0.7295033534783916,411686.84274809173,-0.6813874113356492,5821.0,-0.7756399244116131,1.4112001841788033,-4.0492736321420955,5,11,8,13,4,11,12,16,42
1,1,1,1,1,2,2,3,1,1,2,1,1,1,2,2,87.9,217.82075471698113,82.01027732853785,-1106.3714502544326,39.418502202643175,51.70967741935484,1.1052035656685706,-0.8860161091290495,0,2,0,2,0,3,2,2,2.58994925519725,-1.1885617214043036,2.5848657799715826,-1.2145174474308693,1.7680300335901995,-0.950207468879668,1.5178218522924136,-0.2001048443143242,0,2,1,2,0,1,2,2,9
1,1,1,1,1,1,1,2,1,0,1,0,1,0,1,0,2.0618949034890095,1.0,2.156951808819991,1.0,1.1639748766262898,1.0,1.0461017218531035,1.0,1,1,1,1,1,1,0,2,7.0975686438901695,-0.5994706357527113,7.3205019266737,-0.6212467339333896,2.547373588610702,-0.23191624365482233,1.031409810030571,-0.045454249032646804,0,1,0,1,0,1,0,0,3
5,4,5,4,6,4,3,3,11,11,11,11,10,9,10,12,5.112000978174482,1.0,4.208953579230258,1.0,1.2796777375863202,1.0,1.755219245642774,-1.022228991875738,3,1,3,1,4,2,2,4,19296.23076923077,-0.9045915485380747,13587.539324654637,-0.9388189646020595,1297.1666666666667,-0.5789652825051055,1.6686583936490615,-0.8648547772495279,10,12,10,12,8,10,11,11,32
0,1,0,1,0,1,3,5,9,11,9,12,6,10,9,11,11049.0,-1.8204395604395605,16004.39975720789,-1.8400934992269677,1374.0,-1.1183333333333334,1.4506828528072837,1.0,0,6,1,7,0,5,2,3,1.0,-0.7496606027694814,1.0,-0.7502614360756624,1.0,-0.4883551673944687,1.5332306902745703,-0.7031115525644948,8,10,9,12,7,9,11,11,34
3,2,4,3,3,3,10,1,6,13,6,12,7,13,11,12,69.0,-15.676829268292684,74.13434182842887,-57.15036517955144,30.081967213114755,-12.956521739130435,1.7367333128849185,-0.7511158577595117,1,6,2,5,1,5,5,2,10833.0,-0.46133141934326216,20849.117536813916,-0.4533294822417799,3670.0,-0.3669950738916256,1.9921501057995423,-1.0,5,14,5,13,6,14,11,12,39
5,3,6,3,2,1,1,2,5,8,5,8,4,5,8,9,543.8125,-7.836601307189542,481.6132737079837,-13.400408982289155,104.92307692307692,-5.394736842105263,2.3682459525713027,-1.5122521012441656,2,5,2,5,2,5,1,3,725.0833333333334,-0.6652795117214593,531.2522502409707,-0.7027910462385261,454.6666666666667,-0.3241106719367589,1.3826869979444065,-5.150956426494962,5,9,5,9,3,6,8,8,26
3,2,6,2,10,1,5,6,13,16,12,16,10,13,13,14,167233.0,-15.474394057857701,187765.8721394842,-25.430015699364134,10385.0,-18.910179640718564,1.7556604915849376,1.0,1,5,2,6,0,6,3,3,10.86987325316867,-1.468162640827113,8.672243600002517,-1.5451260215450453,2.573729863692689,-2.129467296021578,1.7712125704457655,-2.797145745133369,12,16,13,17,9,15,13,14,45
1,1,1,1,2,3,8,4,9,11,9,11,8,11,10,12,7199.0,-1.061220007686817,7099.205329265677,-1.040296026104016,537.0,-1.0511022044088176,1.6448346376406935,-0.9731809211065966,0,7,0,6,0,5,2,5,2.8815210140093397,-1.37058573252021,2.8055502924386198,-1.3847549188009474,30.98076923076923,-0.672867222578576,1.5071851350097871,-0.46030326016219264,8,12,8,11,7,10,11,11,42
2,3,2,3,2,2,1,2,10,11,10,11,8,11,11,15,2642.777777777778,-0.6896639901805349,2345.1199057869076,-0.6563843764513914,358.4,-0.6022556390977444,1.8146615052444643,-1.3672411431470217,1,7,0,7,1,6,2,2,2378.5,-0.567192429022082,1538.5929792330203,-0.5382534605993033,1792.0,-0.533288948069241,1.2647150720414442,-1.6602682695910596,8,11,9,11,7,12,12,15,49
5,3,5,5,16,4,4,2,5,5,5,6,3,6,5,6,1.3010091378625348,13.516575952498764,1.2964273092151324,7.032349866691776,1.0,-0.22991071428571427,1.0226289882602864,-0.9772122631128328,3,2,5,3,16,3,6,5,2.4806751208278413,-0.3973439613667108,2.6801985373169184,-0.3885616625394254,1.4111203166712694,-0.009481726963085704,1.2275776024260963,-0.07829931804596527,4,5,4,5,3,5,5,5,21
8,6,8,8,23,8,5,4,16,18,16,19,16,18,16,16,6.431850506245335,1.0,4.910968147738197,1.0,1.1632112924569915,-0.7445127304653204,1.7447592908362577,-2.4048468539138375,7,1,9,1,15,1,1,3,24.579969863308577,-0.9277265490088556,16.0895850465647,-0.9441060534418791,3.0686578743211794,-0.930164533820841,1.614367316855433,-1.622041116451754,16,18,16,19,15,18,17,16,49
1,1,1,1,1,1,2,3,1,2,1,1,1,1,2,2,49.650263620386646,114.07453416149069,48.415493797826755,199.9339781095214,22.919060052219322,29.944,1.0567474336113818,-1.1015279473407023,0,1,0,2,0,2,2,3,3.4115444994565873,-0.9196795192789183,3.404414121867124,-0.9461057976271288,2.150943396226415,-0.7968916329572068,1.3287142734488842,-0.16380315855169608,0,2,0,2,0,2,2,2,9
1,3,1,2,3,2,3,3,4,5,3,5,3,5,4,7,8.079540746878145,-1.4192940442958155,7.253237925807453,-1.2910737051609553,2.301183844011142,-0.41996332198061304,4.7050113443871,-1.2137011658531154,4,5,3,5,2,4,1,5,1011.2592592592592,-0.820689090089721,829.8740790904628,-0.8969790800391615,307.3953488372093,-0.4828313253012048,1.534313540016359,-1.0745555967484357,4,5,3,5,3,5,4,6,23
5,3,5,3,3,2,0,4,4,5,4,5,3,4,4,10,2811.5,-2254.5,2603.2066492675917,-1605.7975326918333,727.25,-268.5,3.4700229533799236,-1.019283712414908,1,3,1,3,2,4,3,4,11246.0,-1.3194820396517668,6412.923234351466,-1.4058511961439535,2909.0,-0.7763855421686747,1.0,-0.6556445639544067,3,6,3,6,2,4,5,9,23
8,4,8,4,13,7,9,6,13,15,12,15,12,14,13,13,22.118094720391383,-4.288661358649906,11.15440684111473,-2.81542441825063,1.3623848567668793,-0.7127878996218632,1.0372645151532585,-0.9885939932231491,20,3,22,3,22,2,4,4,10500.387096774193,-0.9977079313920304,7574.522245959415,-0.9947204878412866,6729.5,-0.7255073477956613,1.9958050458814844,-0.7009355477980901,13,15,12,15,12,14,12,13,47
1,1,1,1,2,3,5,4,11,13,11,13,9,11,10,12,1629.8461538461538,-1.2277359017308767,1499.2759504726675,-1.2014625009723419,141.72727272727272,-1.1817204301075268,1.6451526298067394,-0.9696012044525808,0,7,0,7,0,6,2,4,4.109387121799845,-1.097243013972056,3.9960706184692807,-1.0981626816333423,18.341176470588234,-0.7455902306648575,1.503305590968409,-0.461309555626222,10,14,10,14,8,11,11,11,42
6,6,8,6,20,7,9,8,14,15,13,15,13,15,13,15,5.2364479391466,-1.3733996251231058,3.488961932341509,-1.7708458791128043,1.0,-1.0834337349397591,1.6309274816536916,-1.0842989656900675,9,1,8,1,22,3,0,3,8.048837362059906,-0.8567153678849403,5.622073211560612,-0.8626434687676421,2.5858239425118406,-1.021875,1.6023802602116668,-1.1768378236288863,15,15,13,15,13,15,12,14,49
2,4,2,4,7,5,1,4,11,11,10,12,9,11,11,12,2685.8888888888887,-4.616200035217468,2774.5031181624704,-4.4008247637624756,465.6896551724138,-3.7542533081285443,1.7358402201445302,-0.916893537319531,0,6,0,5,0,4,1,3,6.308811535575637,-0.8054826677154322,4.427502817470568,-0.7519259875008951,1.4904535923187285,-0.6547252747252748,1.632987455005794,-0.36436742080229123,11,11,10,12,8,11,11,11,31
2,2,2,2,14,2,8,6,10,14,10,13,5,8,10,13,121169.0,-14.94399839421919,175598.21104220845,-20.632140381095308,9615.0,-102.32,1.8484888859577397,1.0,2,7,2,6,0,4,3,3,2.413628939086092,-1.187681459975114,2.2377416520545785,-1.358334996995944,1.4288898796255016,-3.7562408223201174,1.209158280469354,-4.406460182956567,11,15,11,14,4,10,11,14,44
2,2,1,1,20,8,5,6,17,17,15,16,14,15,15,16,51.06382978723404,-1.048605464013125,43.87897556360094,-1.0392413633517266,9.77733860342556,1.0,1.4395821480579134,-2.1826965455044833,0,5,0,7,0,5,6,3,7.128832502643105,-0.9711182750237819,4.870997940156095,-0.9277701050179973,2.3373228346456694,-2.236954662104363,1.6347091594570622,-0.8169632948163266,17,18,15,17,14,16,15,15,49
1,2,1,2,1,2,3,4,5,5,5,5,4,6,7,7,529.8421052631579,-10.68676716917923,508.3317372907722,-17.877298151545496,211.5,-14.290322580645162,1.5994771864299953,-1.7130619421282574,0,4,0,5,0,5,2,3,1.0232770888391949,-0.6485057938605407,1.0421867785901928,-0.661236187291009,1.0504966887417218,-0.3667218543046358,1.2964680144533516,-0.4859106489262789,4,5,4,5,3,6,7,6,19
1,2,1,2,1,2,7,2,10,13,15,15,11,13,13,15,418.2,-10.650684931506849,385.3736642027887,-12.713416941800583,159.5,-7.055555555555555,4.822231126899914,-0.8388537867865324,1,4,1,4,1,4,2,2,2091.0,-0.37200956937799046,1352.5899697580642,-0.3668739664676911,638.0,-0.3987441130298273,2.4504810222921742,-3.2882511700020123,11,13,15,16,10,12,12,16,48
2,3,3,3,2,4,3,2,13,12,13,12,11,12,11,14,24713.4,-0.8018364084707749,21768.19699877392,-0.841194308527292,3736.5,-0.6997711670480549,1.7459010622898592,-1.4040686447825226,1,8,1,8,1,5,5,5,41189.0,-0.5236754149570678,29335.46030890805,-0.5309199201324076,7473.0,-0.40920647664927073,1.4148978972454729,-5.629953743284564,12,12,12,12,10,13,12,14,47
2,1,3,3,3,5,4,2,6,11,7,12,6,11,9,10,9499.5,-1.2078737856986341,11.758501521029203,-0.8784555422448569,5.564638783269962,6.598837209302325,4.208366921473246,-1.3078886975967026,3,4,2,4,1,3,1,5,18999.0,-0.8845207531022679,18825.326615705355,-0.8516390444301939,2927.0,-0.49563318777292575,3.4906324152440606,-1.2455310278077651,5,12,7,12,4,11,8,10,32
13,6,14,5,14,2,2,2,4,6,3,6,1,5,4,6,1.0,-0.14446674412872787,1.0,-0.39469348982796465,1.0,-0.42767950052029136,1.544187238838721,-0.9617832716572021,12,0,13,3,14,4,0,5,20730.2,-0.26024356209564886,15740.576282535269,-0.26048982624188116,14882.0,-0.08036761830269848,1.1882940801719275,-11.286202248889394,5,5,4,6,1,6,4,7,20
1,2,1,2,0,2,1,1,2,1,1,1,0,1,1,2,39.649667405764966,-327.55426356589146,23.01548602297984,468.83266958367017,11.19983136593592,24.237986270022883,1.0730137894665042,-0.33322431729052887,0,3,0,3,0,3,2,2,1.2986201888162672,-1.227436456063907,1.013939185959984,-0.9115306175999895,1.0,-0.7974102235940677,1.8425775677130578,-0.2192180633783146,1,1,0,1,0,1,2,1,5
0,2,0,2,0,2,5,6,8,11,8,12,6,11,9,12,27054.5,-16.942300884955753,47453.514040846094,-15.902640501660036,3456.0,-3.136425648021828,3.075765864332604,-0.968968968968969,0,6,2,7,0,6,2,0,1.0,-0.8845478571032546,1.0,-0.9038627944962885,1.0,-0.6652199074074074,1.9487473947381795,-1.0,7,10,9,11,6,12,10,11,34
